File,Label,Angle
ImagenCedula_00Reebs.jpg,Cedula_Amarilla,178.0021201435233
ImagenCedula_00UTrgn.jpg,Cedula_Amarilla,349.87532834460217
ImagenCedula_00vfXn4.jpg,Cedula_Amarilla,180.0
ImagenCedula_01eGLQS.jpg,Cedula_Amarilla,0.0
ImagenCedula_01Fx1jU.jpg,Cedula_Amarilla,185.41186915231702
ImagenCedula_01Je80z.jpg,Cedula_Amarilla,180.0
ImagenCedula_01oMv9D.jpg,Cedula_Amarilla,167.98852161363456
ImagenCedula_01WFSOa.jpg,Cedula_Amarilla,0.2864765102770548
ImagenCedula_01YcVas.jpg,Cedula_Amarilla,0.0
ImagenCedula_0a9dQql.jpg,Cedula_Amarilla,0.0
ImagenCedula_0A9Ipbx.jpg,Cedula_Amarilla,180.0
ImagenCedula_0afQzBm.jpg,Cedula_Amarilla,357.891904687643
ImagenCedula_0AHD7t6.jpg,Cedula_Amarilla,3.3997141591232776
ImagenCedula_0ai3tJ6.jpg,Cedula_Amarilla,0.0
ImagenCedula_0AQfmrG.jpg,Cedula_Amarilla,352.0824969651717
ImagenCedula_0AshecY.jpg,Cedula_Amarilla,345.393262645553
ImagenCedula_0aVTlox.jpg,Cedula_Amarilla,0.0
ImagenCedula_0Ax6Lcw.jpg,Cedula_Amarilla,0.0
ImagenCedula_0B1nCCQ.jpg,Cedula_Amarilla,180.0
ImagenCedula_0b3Jpzz.jpg,Cedula_Amarilla,195.69966854613455
ImagenCedula_0B3ym3b.jpg,Cedula_Amarilla,9.299241682063382
ImagenCedula_0B42Jeb.jpg,Cedula_Amarilla,0.0
ImagenCedula_0B4W34k.jpg,Cedula_Amarilla,177.891904687643
ImagenCedula_0b92tXS.jpg,Cedula_Amarilla,355.68937417517947
ImagenCedula_0Ba3OPJ.jpg,Cedula_Amarilla,0.0
ImagenCedula_0BB91p1.jpg,Cedula_Amarilla,180.0
ImagenCedula_0BD7sTo.jpg,Cedula_Amarilla,180.0
ImagenCedula_0bDdXkv.jpg,Cedula_Amarilla,4.281536235070632
ImagenCedula_0bh34he.jpg,Cedula_Amarilla,0.0
ImagenCedula_0BhsKwf.jpg,Cedula_Amarilla,0.0
ImagenCedula_0bhybv3.jpg,Cedula_Amarilla,0.0
ImagenCedula_0bIlkWV.jpg,Cedula_Amarilla,359.3259631020155
ImagenCedula_0bkgkC5.jpg,Cedula_Amarilla,180.0
ImagenCedula_0bNCS5W.jpg,Cedula_Amarilla,187.41865006011346
ImagenCedula_0boQGgV.jpg,Cedula_Amarilla,0.0
