,Path,Label,Angle,Label_decode
0,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_23G1pQ6.jpg,Cedula_Guayaquil,0,0
1,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0fmVqyr.jpg,Cedula_Guayaquil,0,0
2,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1feSCEQ.jpg,Cedula_Guayaquil,0,0
3,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0gZyQgN.jpg,Cedula_Guayaquil,0,0
4,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1vjBe5x.jpg,Cedula_Guayaquil,0,0
5,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_13hc9hv.jpg,Cedula_Guayaquil,0,0
6,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_03lLylq.jpg,Cedula_Guayaquil,0,0
7,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0T7vSOO.jpg,Cedula_Guayaquil,0,0
8,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1VqyrVh.jpg,Cedula_Guayaquil,0,0
9,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_2AoReL9.jpg,Cedula_Guayaquil,0,0
10,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_26R9meF.jpg,Cedula_Guayaquil,0,0
11,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0OX6hqK.jpg,Cedula_Guayaquil,0,0
12,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1vNMZXU.jpg,Cedula_Guayaquil,0,0
13,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0iV5LWM.jpg,Cedula_Guayaquil,0,0
14,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_2FIu6NI.jpg,Cedula_Guayaquil,0,0
15,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0zLTb1O.jpg,Cedula_Guayaquil,0,0
16,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_02fcdVM.jpg,Cedula_Guayaquil,0,0
17,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_12yFZrn.jpg,Cedula_Guayaquil,0,0
18,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_18eIJ8P.jpg,Cedula_Guayaquil,0,0
19,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0azYjnz.jpg,Cedula_Guayaquil,0,0
20,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0hh5JY7.jpg,Cedula_Guayaquil,0,0
21,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1G3TKmy.jpg,Cedula_Guayaquil,0,0
22,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1BbVQT4.jpg,Cedula_Guayaquil,0,0
23,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_052TCJs.jpg,Cedula_Guayaquil,0,0
24,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0YwipJO.jpg,Cedula_Guayaquil,0,0
25,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_18q4hGE.jpg,Cedula_Guayaquil,0,0
26,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_09ygiDY.jpg,Cedula_Guayaquil,0,0
27,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ef2a5302-ImagenCedula_657.jpg,Cedula_Guayaquil,0,0
28,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0xNX5hK.jpg,Cedula_Guayaquil,0,0
29,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1l2ea2c.jpg,Cedula_Guayaquil,0,0
30,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_20GPAE8.jpg,Cedula_Guayaquil,0,0
31,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1UN1Tdx.jpg,Cedula_Guayaquil,0,0
32,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_06XpX2O.jpg,Cedula_Guayaquil,0,0
33,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1STvo6I.jpg,Cedula_Guayaquil,0,0
34,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0iDpQuY.jpg,Cedula_Guayaquil,0,0
35,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_117jcBF.jpg,Cedula_Guayaquil,0,0
36,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1bs6GzO.jpg,Cedula_Guayaquil,0,0
37,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_21s4xRA.jpg,Cedula_Guayaquil,0,0
38,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0rTV8vM.jpg,Cedula_Guayaquil,0,0
39,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_200K5A8.jpg,Cedula_Guayaquil,0,0
40,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0Q4hbxH.jpg,Cedula_Guayaquil,0,0
41,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0iQahpB.jpg,Cedula_Guayaquil,0,0
42,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0Zpm8b8.jpg,Cedula_Guayaquil,0,0
43,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1kSvW8v.jpg,Cedula_Guayaquil,0,0
44,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0BCm4wG.jpg,Cedula_Guayaquil,0,0
45,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_2IvV1FQ.jpg,Cedula_Guayaquil,0,0
46,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1aOONGT.jpg,Cedula_Guayaquil,0,0
47,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_0aqasKK.jpg,Cedula_Guayaquil,0,0
48,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1ThdsAu.jpg,Cedula_Guayaquil,0,0
49,/home/jeff/Trabajo/Cedulas/imagenes_cedula_peq/Cedula_Guayaquil/ImagenCedula_1tFyQLq.jpg,Cedula_Guayaquil,0,0
